Date,sec_type,filename,cik,ticker
2017-11-21,10-K,0001140859_2017-11-21.txt,1140859,abc
2008-11-25,10-K,0001140859_2008-11-25.txt,1140859,abc
2011-11-22,10-K,0001140859_2011-11-22.txt,1140859,abc
2009-11-25,10-K,0001140859_2009-11-25.txt,1140859,abc
2016-11-22,10-K,0001140859_2016-11-22.txt,1140859,abc
2010-11-23,10-K,0001140859_2010-11-23.txt,1140859,abc
2013-11-26,10-K,0001140859_2013-11-26.txt,1140859,abc
2018-11-20,10-K,0001140859_2018-11-20.txt,1140859,abc
2015-11-24,10-K,0001140859_2015-11-24.txt,1140859,abc
2012-11-27,10-K,0001140859_2012-11-27.txt,1140859,abc
2014-11-25,10-K,0001140859_2014-11-25.txt,1140859,abc
