Date,sec_type,filename,cik,ticker
2008-09-12,10-K,0000896878_2008-09-12.txt,896878,intu
2017-09-01,10-K,0000896878_2017-09-01.txt,896878,intu
2011-09-14,10-K,0000896878_2011-09-14.txt,896878,intu
2016-09-01,10-K,0000896878_2016-09-01.txt,896878,intu
2009-09-15,10-K,0000896878_2009-09-15.txt,896878,intu
2010-09-16,10-K,0000896878_2010-09-16.txt,896878,intu
2015-09-01,10-K,0000896878_2015-09-01.txt,896878,intu
2013-09-13,10-K,0000896878_2013-09-13.txt,896878,intu
2012-09-13,10-K,0000896878_2012-09-13.txt,896878,intu
2018-08-31,10-K,0000896878_2018-08-31.txt,896878,intu
2014-09-12,10-K,0000896878_2014-09-12.txt,896878,intu
