Date,sec_type,filename,cik,ticker
2016-02-10,10-K,0000012927_2016-02-10.txt,12927,ba
2019-02-08,10-K,0000012927_2019-02-08.txt,12927,ba
2008-02-15,10-K,0000012927_2008-02-15.txt,12927,ba
2012-02-09,10-K,0000012927_2012-02-09.txt,12927,ba
2017-02-08,10-K,0000012927_2017-02-08.txt,12927,ba
2014-02-14,10-K,0000012927_2014-02-14.txt,12927,ba
2011-02-09,10-K,0000012927_2011-02-09.txt,12927,ba
2013-02-11,10-K,0000012927_2013-02-11.txt,12927,ba
2009-02-09,10-K,0000012927_2009-02-09.txt,12927,ba
2018-02-12,10-K,0000012927_2018-02-12.txt,12927,ba
2010-02-08,10-K,0000012927_2010-02-08.txt,12927,ba
2015-02-12,10-K,0000012927_2015-02-12.txt,12927,ba
