Date,sec_type,filename,cik,ticker
2016-02-26,10-K,0000092122_2016-02-26.txt,92122,so
2013-02-28,10-K,0000092122_2013-02-28.txt,92122,so
2010-02-25,10-K,0000092122_2010-02-25.txt,92122,so
2009-02-25,10-K,0000092122_2009-02-25.txt,92122,so
2011-02-25,10-K,0000092122_2011-02-25.txt,92122,so
2017-02-22,10-K,0000092122_2017-02-22.txt,92122,so
2008-02-25,10-K,0000092122_2008-02-25.txt,92122,so
2014-02-27,10-K,0000092122_2014-02-27.txt,92122,so
2012-02-24,10-K,0000092122_2012-02-24.txt,92122,so
2019-02-20,10-K,0000092122_2019-02-20.txt,92122,so
2015-03-02,10-K,0000092122_2015-03-02.txt,92122,so
2018-02-21,10-K,0000092122_2018-02-21.txt,92122,so
