Date,sec_type,filename,cik,ticker
2014-02-21,10-K,0000783280_2014-02-21.txt,783280,dre
2019-02-22,10-K,0000783280_2019-02-22.txt,783280,dre
2012-02-24,10-K,0000783280_2012-02-24.txt,783280,dre
2017-02-17,10-K,0000783280_2017-02-17.txt,783280,dre
2008-02-29,10-K,0000783280_2008-02-29.txt,783280,dre
2015-02-20,10-K,0000783280_2015-02-20.txt,783280,dre
2013-02-22,10-K,0000783280_2013-02-22.txt,783280,dre
2009-02-25,10-K,0000783280_2009-02-25.txt,783280,dre
2018-02-16,10-K,0000783280_2018-02-16.txt,783280,dre
2016-02-19,10-K,0000783280_2016-02-19.txt,783280,dre
2011-02-25,10-K,0000783280_2011-02-25.txt,783280,dre
2010-03-01,10-K,0000783280_2010-03-01.txt,783280,dre
