Date,sec_type,filename,cik,ticker
2016-02-18,10-K,0000877890_2016-02-18.txt,877890,ctxs
2009-02-27,10-K,0000877890_2009-02-27.txt,877890,ctxs
2010-02-24,10-K,0000877890_2010-02-24.txt,877890,ctxs
2018-02-16,10-K,0000877890_2018-02-16.txt,877890,ctxs
2011-02-24,10-K,0000877890_2011-02-24.txt,877890,ctxs
2008-02-27,10-K,0000877890_2008-02-27.txt,877890,ctxs
2019-02-15,10-K,0000877890_2019-02-15.txt,877890,ctxs
2012-02-23,10-K,0000877890_2012-02-23.txt,877890,ctxs
2017-02-16,10-K,0000877890_2017-02-16.txt,877890,ctxs
2014-02-20,10-K,0000877890_2014-02-20.txt,877890,ctxs
2015-02-19,10-K,0000877890_2015-02-19.txt,877890,ctxs
2013-02-21,10-K,0000877890_2013-02-21.txt,877890,ctxs
