Date,sec_type,filename,cik,ticker
2016-04-29,10-Q,0000059478_2016-04-29.txt,59478,lly
2013-04-26,10-Q,0000059478_2013-04-26.txt,59478,lly
2012-10-26,10-Q,0000059478_2012-10-26.txt,59478,lly
2014-07-28,10-Q,0000059478_2014-07-28.txt,59478,lly
2011-10-28,10-Q,0000059478_2011-10-28.txt,59478,lly
2018-04-27,10-Q,0000059478_2018-04-27.txt,59478,lly
2015-04-30,10-Q,0000059478_2015-04-30.txt,59478,lly
2018-11-06,10-Q,0000059478_2018-11-06.txt,59478,lly
2013-10-30,10-Q,0000059478_2013-10-30.txt,59478,lly
2012-04-30,10-Q,0000059478_2012-04-30.txt,59478,lly
2008-08-06,10-Q,0000059478_2008-08-06.txt,59478,lly
2016-10-28,10-Q,0000059478_2016-10-28.txt,59478,lly
2015-10-30,10-Q,0000059478_2015-10-30.txt,59478,lly
2011-04-29,10-Q,0000059478_2011-04-29.txt,59478,lly
2009-07-31,10-Q,0000059478_2009-07-31.txt,59478,lly
2010-07-30,10-Q,0000059478_2010-07-30.txt,59478,lly
2010-10-29,10-Q,0000059478_2010-10-29.txt,59478,lly
2018-07-25,10-Q,0000059478_2018-07-25.txt,59478,lly
2014-04-28,10-Q,0000059478_2014-04-28.txt,59478,lly
2009-10-30,10-Q,0000059478_2009-10-30.txt,59478,lly
2015-07-30,10-Q,0000059478_2015-07-30.txt,59478,lly
2013-07-26,10-Q,0000059478_2013-07-26.txt,59478,lly
2008-11-03,10-Q,0000059478_2008-11-03.txt,59478,lly
2016-07-28,10-Q,0000059478_2016-07-28.txt,59478,lly
2009-05-01,10-Q,0000059478_2009-05-01.txt,59478,lly
2008-05-06,10-Q,0000059478_2008-05-06.txt,59478,lly
2011-07-29,10-Q,0000059478_2011-07-29.txt,59478,lly
2017-05-01,10-Q,0000059478_2017-05-01.txt,59478,lly
2010-04-30,10-Q,0000059478_2010-04-30.txt,59478,lly
2014-10-29,10-Q,0000059478_2014-10-29.txt,59478,lly
2012-07-27,10-Q,0000059478_2012-07-27.txt,59478,lly
2017-07-28,10-Q,0000059478_2017-07-28.txt,59478,lly
2017-10-27,10-Q,0000059478_2017-10-27.txt,59478,lly
