Date,sec_type,filename,cik,ticker
2013-11-04,10-Q,0001037868_2013-11-04.txt,1037868,ame
2010-08-05,10-Q,0001037868_2010-08-05.txt,1037868,ame
2017-05-08,10-Q,0001037868_2017-05-08.txt,1037868,ame
2009-08-05,10-Q,0001037868_2009-08-05.txt,1037868,ame
2018-11-02,10-Q,0001037868_2018-11-02.txt,1037868,ame
2015-11-05,10-Q,0001037868_2015-11-05.txt,1037868,ame
2016-08-04,10-Q,0001037868_2016-08-04.txt,1037868,ame
2014-05-06,10-Q,0001037868_2014-05-06.txt,1037868,ame
2012-05-03,10-Q,0001037868_2012-05-03.txt,1037868,ame
2015-05-01,10-Q,0001037868_2015-05-01.txt,1037868,ame
2017-08-02,10-Q,0001037868_2017-08-02.txt,1037868,ame
2011-08-04,10-Q,0001037868_2011-08-04.txt,1037868,ame
2018-05-03,10-Q,0001037868_2018-05-03.txt,1037868,ame
2008-08-01,10-Q,0001037868_2008-08-01.txt,1037868,ame
2012-11-01,10-Q,0001037868_2012-11-01.txt,1037868,ame
2014-11-06,10-Q,0001037868_2014-11-06.txt,1037868,ame
2013-05-02,10-Q,0001037868_2013-05-02.txt,1037868,ame
2017-11-02,10-Q,0001037868_2017-11-02.txt,1037868,ame
2008-11-05,10-Q,0001037868_2008-11-05.txt,1037868,ame
2010-05-05,10-Q,0001037868_2010-05-05.txt,1037868,ame
2009-05-06,10-Q,0001037868_2009-05-06.txt,1037868,ame
2011-11-03,10-Q,0001037868_2011-11-03.txt,1037868,ame
2012-08-02,10-Q,0001037868_2012-08-02.txt,1037868,ame
2014-08-06,10-Q,0001037868_2014-08-06.txt,1037868,ame
2016-05-04,10-Q,0001037868_2016-05-04.txt,1037868,ame
2010-11-04,10-Q,0001037868_2010-11-04.txt,1037868,ame
2016-11-03,10-Q,0001037868_2016-11-03.txt,1037868,ame
2009-11-05,10-Q,0001037868_2009-11-05.txt,1037868,ame
2013-08-07,10-Q,0001037868_2013-08-07.txt,1037868,ame
2011-05-05,10-Q,0001037868_2011-05-05.txt,1037868,ame
2018-08-02,10-Q,0001037868_2018-08-02.txt,1037868,ame
2015-08-05,10-Q,0001037868_2015-08-05.txt,1037868,ame
2008-05-02,10-Q,0001037868_2008-05-02.txt,1037868,ame
