Date,sec_type,filename,cik,ticker
2011-08-05,10-Q,0000097745_2011-08-05.txt,97745,tmo
2015-05-01,10-Q,0000097745_2015-05-01.txt,97745,tmo
2017-08-04,10-Q,0000097745_2017-08-04.txt,97745,tmo
2012-11-02,10-Q,0000097745_2012-11-02.txt,97745,tmo
2018-05-04,10-Q,0000097745_2018-05-04.txt,97745,tmo
2009-07-31,10-Q,0000097745_2009-07-31.txt,97745,tmo
2013-05-03,10-Q,0000097745_2013-05-03.txt,97745,tmo
2015-10-30,10-Q,0000097745_2015-10-30.txt,97745,tmo
2010-08-04,10-Q,0000097745_2010-08-04.txt,97745,tmo
2014-05-02,10-Q,0000097745_2014-05-02.txt,97745,tmo
2012-05-04,10-Q,0000097745_2012-05-04.txt,97745,tmo
2018-11-02,10-Q,0000097745_2018-11-02.txt,97745,tmo
2016-08-05,10-Q,0000097745_2016-08-05.txt,97745,tmo
2013-11-01,10-Q,0000097745_2013-11-01.txt,97745,tmo
2008-07-31,10-Q,0000097745_2008-07-31.txt,97745,tmo
2014-10-31,10-Q,0000097745_2014-10-31.txt,97745,tmo
2010-11-05,10-Q,0000097745_2010-11-05.txt,97745,tmo
2008-10-30,10-Q,0000097745_2008-10-30.txt,97745,tmo
2011-05-06,10-Q,0000097745_2011-05-06.txt,97745,tmo
2018-08-03,10-Q,0000097745_2018-08-03.txt,97745,tmo
2013-08-02,10-Q,0000097745_2013-08-02.txt,97745,tmo
2008-05-02,10-Q,0000097745_2008-05-02.txt,97745,tmo
2016-11-04,10-Q,0000097745_2016-11-04.txt,97745,tmo
2017-05-05,10-Q,0000097745_2017-05-05.txt,97745,tmo
2015-07-31,10-Q,0000097745_2015-07-31.txt,97745,tmo
2011-11-04,10-Q,0000097745_2011-11-04.txt,97745,tmo
2009-10-30,10-Q,0000097745_2009-10-30.txt,97745,tmo
2017-11-03,10-Q,0000097745_2017-11-03.txt,97745,tmo
2010-05-06,10-Q,0000097745_2010-05-06.txt,97745,tmo
2014-08-01,10-Q,0000097745_2014-08-01.txt,97745,tmo
2016-05-06,10-Q,0000097745_2016-05-06.txt,97745,tmo
2012-08-03,10-Q,0000097745_2012-08-03.txt,97745,tmo
2009-05-01,10-Q,0000097745_2009-05-01.txt,97745,tmo
