Date,sec_type,filename,cik,ticker
2015-10-28,10-Q,0000073124_2015-10-28.txt,73124,ntrs
2009-10-30,10-Q,0000073124_2009-10-30.txt,73124,ntrs
2010-10-27,10-Q,0000073124_2010-10-27.txt,73124,ntrs
2009-07-29,10-Q,0000073124_2009-07-29.txt,73124,ntrs
2018-07-30,10-Q,0000073124_2018-07-30.txt,73124,ntrs
2014-04-28,10-Q,0000073124_2014-04-28.txt,73124,ntrs
2018-10-29,10-Q,0000073124_2018-10-29.txt,73124,ntrs
2016-10-26,10-Q,0000073124_2016-10-26.txt,73124,ntrs
2008-05-05,10-Q,0000073124_2008-05-05.txt,73124,ntrs
2010-04-30,10-Q,0000073124_2010-04-30.txt,73124,ntrs
2008-10-31,10-Q,0000073124_2008-10-31.txt,73124,ntrs
2017-05-02,10-Q,0000073124_2017-05-02.txt,73124,ntrs
2011-07-29,10-Q,0000073124_2011-07-29.txt,73124,ntrs
2009-04-24,10-Q,0000073124_2009-04-24.txt,73124,ntrs
2015-04-28,10-Q,0000073124_2015-04-28.txt,73124,ntrs
2017-10-26,10-Q,0000073124_2017-10-26.txt,73124,ntrs
2013-08-02,10-Q,0000073124_2013-08-02.txt,73124,ntrs
2012-07-27,10-Q,0000073124_2012-07-27.txt,73124,ntrs
2012-10-26,10-Q,0000073124_2012-10-26.txt,73124,ntrs
2013-04-30,10-Q,0000073124_2013-04-30.txt,73124,ntrs
2016-04-28,10-Q,0000073124_2016-04-28.txt,73124,ntrs
2017-07-27,10-Q,0000073124_2017-07-27.txt,73124,ntrs
2011-10-28,10-Q,0000073124_2011-10-28.txt,73124,ntrs
2014-07-28,10-Q,0000073124_2014-07-28.txt,73124,ntrs
2008-07-31,10-Q,0000073124_2008-07-31.txt,73124,ntrs
2014-10-31,10-Q,0000073124_2014-10-31.txt,73124,ntrs
2012-04-30,10-Q,0000073124_2012-04-30.txt,73124,ntrs
2013-10-25,10-Q,0000073124_2013-10-25.txt,73124,ntrs
2016-07-27,10-Q,0000073124_2016-07-27.txt,73124,ntrs
2010-07-30,10-Q,0000073124_2010-07-30.txt,73124,ntrs
2018-05-04,10-Q,0000073124_2018-05-04.txt,73124,ntrs
2011-04-29,10-Q,0000073124_2011-04-29.txt,73124,ntrs
2015-07-29,10-Q,0000073124_2015-07-29.txt,73124,ntrs
