Date,sec_type,filename,cik,ticker
2013-02-07,10-Q,0000010795_2013-02-07.txt,10795,bdx
2010-05-06,10-Q,0000010795_2010-05-06.txt,10795,bdx
2015-05-08,10-Q,0000010795_2015-05-08.txt,10795,bdx
2009-05-06,10-Q,0000010795_2009-05-06.txt,10795,bdx
2012-08-06,10-Q,0000010795_2012-08-06.txt,10795,bdx
2014-08-04,10-Q,0000010795_2014-08-04.txt,10795,bdx
2015-02-06,10-Q,0000010795_2015-02-06.txt,10795,bdx
2016-05-06,10-Q,0000010795_2016-05-06.txt,10795,bdx
2010-02-08,10-Q,0000010795_2010-02-08.txt,10795,bdx
2013-05-09,10-Q,0000010795_2013-05-09.txt,10795,bdx
2018-02-06,10-Q,0000010795_2018-02-06.txt,10795,bdx
2009-02-09,10-Q,0000010795_2009-02-09.txt,10795,bdx
2013-08-05,10-Q,0000010795_2013-08-05.txt,10795,bdx
2012-02-07,10-Q,0000010795_2012-02-07.txt,10795,bdx
2017-05-02,10-Q,0000010795_2017-05-02.txt,10795,bdx
2018-08-02,10-Q,0000010795_2018-08-02.txt,10795,bdx
2011-05-04,10-Q,0000010795_2011-05-04.txt,10795,bdx
2008-05-07,10-Q,0000010795_2008-05-07.txt,10795,bdx
2019-02-05,10-Q,0000010795_2019-02-05.txt,10795,bdx
2011-02-08,10-Q,0000010795_2011-02-08.txt,10795,bdx
2015-08-06,10-Q,0000010795_2015-08-06.txt,10795,bdx
2014-02-10,10-Q,0000010795_2014-02-10.txt,10795,bdx
2010-08-04,10-Q,0000010795_2010-08-04.txt,10795,bdx
2008-02-04,10-Q,0000010795_2008-02-04.txt,10795,bdx
2017-02-02,10-Q,0000010795_2017-02-02.txt,10795,bdx
2009-08-10,10-Q,0000010795_2009-08-10.txt,10795,bdx
2016-08-04,10-Q,0000010795_2016-08-04.txt,10795,bdx
2014-05-05,10-Q,0000010795_2014-05-05.txt,10795,bdx
2012-05-03,10-Q,0000010795_2012-05-03.txt,10795,bdx
2017-08-03,10-Q,0000010795_2017-08-03.txt,10795,bdx
2018-05-03,10-Q,0000010795_2018-05-03.txt,10795,bdx
2008-08-06,10-Q,0000010795_2008-08-06.txt,10795,bdx
2011-08-02,10-Q,0000010795_2011-08-02.txt,10795,bdx
2016-02-05,10-Q,0000010795_2016-02-05.txt,10795,bdx
