Date,sec_type,filename,cik,ticker
2009-01-08,10-Q,0000723254_2009-01-08.txt,723254,ctas
2008-10-07,10-Q,0000723254_2008-10-07.txt,723254,ctas
2010-01-08,10-Q,0000723254_2010-01-08.txt,723254,ctas
2018-01-05,10-Q,0000723254_2018-01-05.txt,723254,ctas
2011-10-07,10-Q,0000723254_2011-10-07.txt,723254,ctas
2013-04-09,10-Q,0000723254_2013-04-09.txt,723254,ctas
2016-01-08,10-Q,0000723254_2016-01-08.txt,723254,ctas
2017-10-06,10-Q,0000723254_2017-10-06.txt,723254,ctas
2008-04-04,10-Q,0000723254_2008-04-04.txt,723254,ctas
2014-04-09,10-Q,0000723254_2014-04-09.txt,723254,ctas
2015-10-09,10-Q,0000723254_2015-10-09.txt,723254,ctas
2012-04-09,10-Q,0000723254_2012-04-09.txt,723254,ctas
2017-04-07,10-Q,0000723254_2017-04-07.txt,723254,ctas
2016-10-11,10-Q,0000723254_2016-10-11.txt,723254,ctas
2013-10-10,10-Q,0000723254_2013-10-10.txt,723254,ctas
2017-01-06,10-Q,0000723254_2017-01-06.txt,723254,ctas
2012-01-09,10-Q,0000723254_2012-01-09.txt,723254,ctas
2011-04-08,10-Q,0000723254_2011-04-08.txt,723254,ctas
2019-01-08,10-Q,0000723254_2019-01-08.txt,723254,ctas
2009-10-09,10-Q,0000723254_2009-10-09.txt,723254,ctas
2008-01-04,10-Q,0000723254_2008-01-04.txt,723254,ctas
2018-10-05,10-Q,0000723254_2018-10-05.txt,723254,ctas
2011-01-07,10-Q,0000723254_2011-01-07.txt,723254,ctas
2010-10-08,10-Q,0000723254_2010-10-08.txt,723254,ctas
2014-01-09,10-Q,0000723254_2014-01-09.txt,723254,ctas
2012-10-10,10-Q,0000723254_2012-10-10.txt,723254,ctas
2016-04-08,10-Q,0000723254_2016-04-08.txt,723254,ctas
2013-01-09,10-Q,0000723254_2013-01-09.txt,723254,ctas
2015-04-02,10-Q,0000723254_2015-04-02.txt,723254,ctas
2014-10-10,10-Q,0000723254_2014-10-10.txt,723254,ctas
2010-04-09,10-Q,0000723254_2010-04-09.txt,723254,ctas
2009-04-08,10-Q,0000723254_2009-04-08.txt,723254,ctas
2015-01-09,10-Q,0000723254_2015-01-09.txt,723254,ctas
2018-04-06,10-Q,0000723254_2018-04-06.txt,723254,ctas
