726728,o,2011-02-10,10-K,0000726728_2011-02-10.txt,0.03538095238095239,0.8677619047619047,0.09695238095238096
726728,o,2019-02-22,10-K,0000726728_2019-02-22.txt,0.036730769230769234,0.8583846153846153,0.10503846153846154
726728,o,2008-02-15,10-K,0000726728_2008-02-15.txt,0.03973684210526316,0.8590000000000001,0.1013684210526316
726728,o,2010-02-11,10-K,0000726728_2010-02-11.txt,0.0354,0.8700999999999999,0.09464999999999998
726728,o,2009-02-12,10-K,0000726728_2009-02-12.txt,0.03835,0.86065,0.10095000000000001
726728,o,2018-02-22,10-K,0000726728_2018-02-22.txt,0.035925925925925924,0.8565925925925926,0.10740740740740738
726728,o,2016-02-11,10-K,0000726728_2016-02-11.txt,0.03438461538461539,0.8585384615384617,0.10711538461538463
726728,o,2015-02-18,10-K,0000726728_2015-02-18.txt,0.03233333333333333,0.8645925925925927,0.10314814814814816
726728,o,2013-02-14,10-K,0000726728_2013-02-14.txt,0.03111111111111111,0.866962962962963,0.10196296296296296
726728,o,2017-02-23,10-K,0000726728_2017-02-23.txt,0.034923076923076925,0.8596538461538462,0.10519230769230768
726728,o,2014-02-14,10-K,0000726728_2014-02-14.txt,0.030111111111111113,0.8701851851851851,0.0997777777777778
726728,o,2012-02-13,10-K,0000726728_2012-02-13.txt,0.032130434782608706,0.8698695652173916,0.098
