1045609,pld,2008-05-12,10-Q,0001045609_2008-05-12.txt,0.03936842105263158,0.8507894736842104,0.10989473684210527
1045609,pld,2011-05-10,10-Q,0001045609_2011-05-10.txt,0.04646666666666666,0.8476333333333333,0.10593333333333331
1045609,pld,2016-11-03,10-Q,0001045609_2016-11-03.txt,0.030000000000000002,0.8744666666666667,0.09566666666666666
1045609,pld,2010-04-30,10-Q,0001045609_2010-04-30.txt,0.05040740740740741,0.8392962962962963,0.11033333333333334
1045609,pld,2012-05-08,10-Q,0001045609_2012-05-08.txt,0.035,0.8704375,0.09443750000000001
1045609,pld,2010-11-02,10-Q,0001045609_2010-11-02.txt,0.047966666666666664,0.8466,0.10540000000000004
1045609,pld,2017-10-27,10-Q,0001045609_2017-10-27.txt,0.031642857142857146,0.8697857142857143,0.0987857142857143
1045609,pld,2008-11-10,10-Q,0001045609_2008-11-10.txt,0.03829166666666667,0.8552916666666667,0.10641666666666666
1045609,pld,2012-08-07,10-Q,0001045609_2012-08-07.txt,0.039705882352941174,0.855529411764706,0.10494117647058825
1045609,pld,2009-05-11,10-Q,0001045609_2009-05-11.txt,0.04754166666666667,0.8384583333333332,0.11395833333333334
1045609,pld,2009-10-30,10-Q,0001045609_2009-10-30.txt,0.04369696969696969,0.8487272727272727,0.1074848484848485
1045609,pld,2015-07-31,10-Q,0001045609_2015-07-31.txt,0.03842857142857143,0.8630000000000001,0.09871428571428574
1045609,pld,2016-07-29,10-Q,0001045609_2016-07-29.txt,0.030785714285714284,0.8746428571428572,0.09464285714285714
1045609,pld,2018-07-23,10-Q,0001045609_2018-07-23.txt,0.03314285714285714,0.8694285714285714,0.09728571428571428
1045609,pld,2014-08-06,10-Q,0001045609_2014-08-06.txt,0.0355,0.8682142857142858,0.09600000000000002
1045609,pld,2011-08-09,10-Q,0001045609_2011-08-09.txt,0.03388888888888889,0.8666111111111111,0.09955555555555556
1045609,pld,2013-05-08,10-Q,0001045609_2013-05-08.txt,0.0381875,0.85575,0.106
1045609,pld,2016-05-06,10-Q,0001045609_2016-05-06.txt,0.03507142857142857,0.8702142857142858,0.09485714285714288
1045609,pld,2017-04-25,10-Q,0001045609_2017-04-25.txt,0.029153846153846148,0.8757692307692307,0.09515384615384616
1045609,pld,2012-11-06,10-Q,0001045609_2012-11-06.txt,0.038647058823529416,0.8602941176470588,0.10094117647058823
1045609,pld,2008-08-11,10-Q,0001045609_2008-08-11.txt,0.035727272727272726,0.8585909090909091,0.10550000000000001
1045609,pld,2018-10-22,10-Q,0001045609_2018-10-22.txt,0.031714285714285716,0.8767857142857143,0.09164285714285714
1045609,pld,2011-11-08,10-Q,0001045609_2011-11-08.txt,0.036375000000000005,0.8575625,0.10618749999999999
1045609,pld,2015-05-04,10-Q,0001045609_2015-05-04.txt,0.04030769230769231,0.8607692307692307,0.0987692307692308
1045609,pld,2014-11-05,10-Q,0001045609_2014-11-05.txt,0.03553333333333333,0.8671333333333335,0.09746666666666666
1045609,pld,2017-07-27,10-Q,0001045609_2017-07-27.txt,0.029714285714285717,0.8731428571428571,0.0972142857142857
1045609,pld,2015-11-02,10-Q,0001045609_2015-11-02.txt,0.03666666666666667,0.8687333333333334,0.09460000000000002
1045609,pld,2009-08-07,10-Q,0001045609_2009-08-07.txt,0.04741176470588236,0.8425588235294118,0.10994117647058824
1045609,pld,2013-11-05,10-Q,0001045609_2013-11-05.txt,0.03645,0.85845,0.10490000000000002
1045609,pld,2013-08-08,10-Q,0001045609_2013-08-08.txt,0.03983333333333333,0.8525555555555555,0.10783333333333332
1045609,pld,2018-04-24,10-Q,0001045609_2018-04-24.txt,0.030076923076923077,0.8697692307692306,0.10023076923076922
1045609,pld,2010-08-03,10-Q,0001045609_2010-08-03.txt,0.04936666666666666,0.8437333333333334,0.10686666666666668
1045609,pld,2014-05-07,10-Q,0001045609_2014-05-07.txt,0.03661538461538462,0.8665384615384616,0.0966923076923077
